,racquet_img,racquet_name,racquet_rating,racquet_price,racquet_desc,Head Size,Length,Strung Weight,Balance,Swingweight,Stiffness,Beam Width,Composition,Power Level,Stroke Style,Swing Speed,Racquet Colors,Grip Type,String Pattern,String Tension,Balance:,Swingweight:,Stiffness:,Beam Width:,Composition:,Power Level:,Stroke Style:,Swing Speed:,Racquet Colors:,Grip Type:,String Pattern:,String Tension:,Age,Weight,Height,Other,Strung  Weight
95,https://img.tennis-warehouse.com/watermark/rs.php?path=WUPRO8-1.jpg&nw=455,Wilson Ultra Pro 18x20 v4,4.8,239.0," Introducing the Wilson Ultra Pro 18x20 v4!  Originally released as the Ultra Tour in 2017, this gem from Wilson's Pro Lab combines modern speed with a classic feel and outstanding control. Boasting a dense 18x20 string pattern along with a thin 20.6mm beam and buttery 62-RA, this stick will give you the sublime feedback and raw precision of a traditional player's racquet. Also noteworthy is this racquet's speed, making it one of the most user-friendly options in its class. Ultimately, by combining the laser-like trajectory of a traditional string pattern with a surgical 97in² head  and sub-320 swingweight, Wilson has created a racquet with a seductive combination of control, feel and maneuverability. In addition to being a great option for intermediates who are looking for a more accessible control racquet, the Ultra Pro makes a great customization platform for advanced ball strikers. Specs based on 2 samples ",97 in² / 625.81 cm²,27in / 68.58cm,11.4oz / 323g,12.76in / 32.41cm / 6 pts HL,319.0,62,20.6mm / 20.6mm / 20.6mm,Graphite,Low,Full,Fast,Blue,Wilson Pro Performance,"18 Mains / 20 Crosses


Mains skip",50-60 pounds,,,,,,,,,,,,,,,,,
96,https://img.tennis-warehouse.com/watermark/rs.php?path=WU10V4-1.jpg&nw=455,Wilson Ultra 100 v4,5.0,239.0," Introducing the Wilson Ultra 100 v4! Like previous generations, this modern player's racquet specializes in speed, spin and power. At 11.2 ounces strung and boasting a sub-320 swingweight, the Ultra 100 v4 is not only ideal for intermediate players but it should also tempt the advanced ball striker who craves explosive acceleration. For 2022 Wilson adds its uniquely flexible FORTYFIVE weave to the carbon fiber layup. This not only helps the racquet bend vertically (which compliments modern topspin mechanics), but it also provides a welcomed boost in pocketing and comfort. Other updates include a re-engineered beam, including a thinner shaft for speed. Ultimately, with some nice tweaks to the feel and response, this is an impressive update to the Ultra franchise. Aggressive players looking for a powerful modern player's racquet with easy access to spin should add this to their demo list. ",100 in² / 645.16 cm²,27in / 68.58cm,11.2oz / 318g,13in / 33.02cm / 4 pts HL,317.0,70,24mm / 26.5mm / 25mm,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Blue,Wilson Pro Performance,"16 Mains / 19 Crosses


Mains skip",50-60 pounds,,,,,,,,,,,,,,,,,
97,https://img.tennis-warehouse.com/watermark/rs.php?path=WU1LV4-1.jpg&nw=455,Wilson Ultra 100L v4,5.0,219.0," The Ultra 100L v4 takes the spin and power of the standard Ultra 100 and puts it into a lighter, faster package. As a result, it is perfect for the rising intermediate player, especially if they want a user-friendly tool for loading the ball with pace and spin. For 2022, Wilson adds its uniquely flexible FORTYFIVE weave to the carbon fiber layup. This technology not only helps the racquet bend vertically (which compliments modern topspin mechanics), but it also provides a welcomed boost in pocketing and comfort. Other updates include a reengineered beam, including the addition of a thinner shaft for speed. All in all, this update not only preserves the explosive speed and easy power of the previous version, but it also adds a more arm-friendly feel. Intermediate players looking for a powerful and spin-friendly weapon should give this racquet a serious look.  ",100 in² / 645.16 cm²,27in / 68.58cm,10.4oz / 295g,13in / 33.02cm / 4 pts HL,299.0,64,24mm / 26.5mm / 24.2mm,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Blue/Purple,Wilson Pro Performance,16 Mains / 19 CrossesMains skip,50-60 pounds,,,,,,,,,,,,,,,,,
98,https://img.tennis-warehouse.com/watermark/rs.php?path=WUULV4-1.jpg&nw=455,Wilson Ultra 100UL v4,5.0,219.0," Introducing the Ultra 100UL v4! With this racquet, Wilson delivers easy shot-making to dedicated beginners and early intermediate players. The light weight and predictable string bed response make this a great tool for mastering the mechanics of pace and spin. For 2022 Wilson adds its uniquely flexible FORTYFIVE weave to the carbon fiber layup. This technology not only helps the racquet bend in ways that complement topspin mechanics, but it also provides a welcomed boost in pocketing and comfort. Other updates include a re-engineered beam, including a thinner shaft for speed. Ultimately, this light racquet is a great entry point into the speed, power and spin of the Ultra franchise. Improving players looking to start playing more aggressive tennis should love this one. ",100 in² / 645.16 cm²,27in / 68.58cm,9.7oz / 275g,13.38in / 33.99cm / 1 pts HL,286.0,68,24mm / 26.5mm / 24.2mm,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Blue/Purple,Wilson Pro Performance,"16 Mains / 19 Crosses


Mains skip",47-57 pounds,,,,,,,,,,,,,,,,,
99,https://img.tennis-warehouse.com/watermark/rs.php?path=WU18V4-1.jpg&nw=455,Wilson Ultra 108 v4,4.8,239.0," Introducing the Ultra 108 v4, the most powerful member of the Ultra family. With its forgiving 108-square-inch head, this racquet not only packs impressive comfort, but it also makes it easier for you to achieve clean contact with the ball (think confidence). Other features include an extended length (27.25""), resulting in extra power on serves and groundies. Thanks to an open 16x18 string pattern, the Ultra 108 is also no slough in the spin department. For 2022, Wilson adds its uniquely flexible FORTYFIVE weave to the carbon fiber layup, resulting in a welcomed boost in comfort while also preserving the crisp and powerful response for which the Ultra family is known. Wilson has also reengineered the beam in multiple locations, including a thinner shaft for speed. Ultimately, the Ultra 108 v8 is ideal for those who want a fast and powerful racquet. The impressive comfort is a nice bonus. ",108 in² / 696.77 cm²,27.25in / 69.22cm,10oz / 283g,13.5in / 34.29cm / 1 pts HL,311.0,70,26mm / 27.5mm / 25.5mm,Carbon Fiber Graphite,Medium-High,Compact-Medium,Slow-Moderate,Black/Blue/Silver,Wilson Pro Performance,"16 Mains / 18 Crosses


Mains skip",50-60 pounds,,,,,,,,,,,,,,,,,
100,https://img.tennis-warehouse.com/watermark/rs.php?path=WSP315-1.jpg&nw=455,Wilson Shift 99 Pro,4.6,279.0," Introducing the Shift Pro! With this racquet Wilson releases the official cosmetic version of the Wilson Labs Project Shift 99 315, a prototype released in February of 2023. Featuring a 99 square inch head and a surgical 18x20 string pattern, the Shift 99 Pro packs enough weight to comfortably redirect higher levels of pace while also offering plenty of pop to those who can leverage its mass. Despite having a tight pattern, the Shift Pro has impressive spin-potential, making it easier to control shot trajectory from the baseline and at net. As with the lighter Shift 99, this racquet's graphite fibers have been engineered to help the frame bend in ways that compliment the explosive mechanics of the modern game. Ultimately, the Shift 99 Pro not only delivers a comfortable feel with great ball feedback, it also packs enough precision and power to keep your opponent in check. Technical Note: According to Wilson, this racquet has been designed to be torsionally stiff (for added stability and power when driving the ball) and laterally flexible (for increased dwell time on vertical  mechanics - think spin). ",99 in² / 638.71 cm²,27in / 68.58cm,11.7oz / 332g,12.75in / 32.39cm / 6 pts HL,332.0,68,23.5mm / 23.5mm / 23.5mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,White,Wilson Pro Performance,"18 Mains / 20 Crosses


Mains skip",48-58 pounds,,,,,,,,,,,,,,,,,
101,https://img.tennis-warehouse.com/watermark/rs.php?path=WSP300-1.jpg&nw=455,Wilson Shift 99,4.7,279.0," Introducing the Shift 99! With this racquet Wilson releases the official cosmetic version of the Wilson Labs Project Shift 99 300, a prototype released in February of 2023. Developed with extensive feedback from top coaches and elite players, the Shift 99 combines raw speed with spin-friendly precision and great feel.  Under the hood, the Shift's graphite fibers have been meticulously engineered to help the racquet bend in ways that compliment the vertical mechanics of the modern game (think spin). In addition to its impressive pocketing, the Shift's zippy swingweight makes it great for hitting shots on the run or reacting quickly at net. All in all, this is a great option for intermediate and advanced players who want a versatile modern player's racquet that doesn't skimp on feel.  Technical Note: According to Wilson, this racquet has been designed to be torsionally stiff (for added stability and power when driving the ball) and laterally flexible (for increased dwell time on vertical  mechanics - think spin). ",99 in² / 638.71 cm²,27in / 68.58cm,11.2oz / 318g,12.75in / 32.39cm / 6 pts HL,317.0,67,23.5mm / 23.5mm / 23.5mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,White,Wilson Pro Performance,"16 Mains / 20 Crosses


Mains skip",48-58 pounds,,,,,,,,,,,,,,,,,
102,https://img.tennis-warehouse.com/watermark/rs.php?path=WS99RG-1.jpg&nw=455,Wilson Shift 99 Roland Garros Session Soiree,4.7,269.0," Wilson celebrates the French Open with this limited edition Shift 99. Boasting the same specs as the standard cosmetic version, this racquet features a beautiful dark blue colorway with red accents. Developed with extensive feedback from top coaches and elite players, the Shift 99 combines raw speed with spin-friendly precision and great feel. Under the hood, the Shift's graphite fibers have been meticulously engineered to help the racquet bend in ways that complement the vertical mechanics of the modern game (think spin). In addition to its impressive pocketing, the Shift's zippy swingweight makes it great for hitting shots on the run or reacting quickly at net. All in all, this is a great option for intermediate and advanced players who want a versatile modern player's racquet that doesn't skimp on feel. The French Open Cosmetic is a nice bonus. Technical Note: According to Wilson, this racquet has been designed to be torsionally stiff (for added stability and power when driving the ball) and laterally flexible (for increased dwell time on vertical mechanics - think spin). ",99 in² / 638.71 cm²,27in / 68.58cm,11.2oz / 318g,12.75in / 32.39cm / 6 pts HL,317.0,67,23.5mm / 23.5mm / 23.5mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,French Open Cosmetic!,Wilson Pro Performance,"16 Mains / 20 Crosses


Mains skip",48-58 pounds,,,,,,,,,,,,,,,,,
103,https://img.tennis-warehouse.com/watermark/rs.php?path=WSP285-1.jpg&nw=455,Wilson Shift 99L,4.7,259.0," Introducing the Shift 99L! With this racquet, Wilson brings the incredible playability of the Shift series to the rising intermediate player. Boasting a sub 315 swingweight, this stick delivers the incalculable benefits of speed. In addition to whipping up spin from the back court, the Shift 99L will increase your reaction time at net. As with the heavier models, this racquet has been meticulously crafted to bend in ways that facilitate the explosive and spin-friendly mechanics of the modern game. It also provides the control benefits of a 16x20 string pattern, which will give you more confidence when targeting the lines. Ultimately, this is a great option for players who a more user-friendly entry point into the Shift family.  ",99 in² / 638.71 cm²,27in / 68.58cm,10.6oz / 301g,12.85in / 32.64cm / 5 pts HL,311.0,68,23.5mm / 23.5mm / 23.5mm,Graphite,Low-Medium,Medium-Full,Medium-Fast,White,Wilson Pro Performance,"16 Mains / 20 Crosses


Mains skip",48-58 pounds,,,,,,,,,,,,,,,,,
104,https://img.tennis-warehouse.com/watermark/rs.php?path=BRN1V5-1.jpg&nw=455,Wilson Burn 100 v5,3.5,189.0," Introducing the Burn 100 v5! Like previous generations, this stick packs a dangerous blend of speed, spin and power. In addition to being a great option for intermediates, the Burn 100 should also appeal to the advanced player who craves speed. The outstanding price makes it perfect for value hunters. On the court, the Burn 100 v5 explodes through contact with remarkable ease, making it great for whipping up spin or charging into the front court and finishing points.  Made with a firm Carbon Fiber Graphite, the Burn's response feels crisp and powerful. This stick also features Parallel Drilling which helps the strings soak up more vibration and transfer greater energy to the ball. Ultimately, no matter how you slice it, the Burn 100 v5 is simply ideal for playing aggressive tennis. Did we mention the price? ",100 in² / 645.16 cm²,27in / 68.58cm,11.2oz / 318g,13in / 33.02cm / 4 pts HL,320.0,72,23.5mm / 25mm / 23.5mm,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Orange,Wilson Pro Performance,"16 Mains / 19 Crosses


Mains skip",50-60 pounds,,,,,,,,,,,,,,,,,
105,https://img.tennis-warehouse.com/watermark/rs.php?path=BRNSV5-1.jpg&nw=455,Wilson Burn 100S v5,3.0,189.0," Introducing the Burn 100S v5! Like the previous generation, this spin-monster gives intermediate and advanced players the tools to overwhelm their opponents with power and spin. Boasting an 18x16 Spin Effect string pattern, the Burn 100S puts a tight grip on the ball, resulting in easier access to spin. Made with a firm Carbon Fiber Graphite, the Burn's response feels crisp and powerful. This stick also features Parallel Drilling which helps the strings soak up more vibration and transfer greater energy to the ball. Ultimately, this powerful and spin-friendly weapon is dangerous in the hands of an aggressive player. The great price makes it one of the better options in its class.  ",100 in² / 645.16 cm²,27in / 68.58cm,11.3oz / 320g,13.35in / 33.91cm / 1 pts HL,325.0,73,23.5mm / 25mm / 23.5mm,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Orange,Wilson Pro Performance,"18 Mains / 16 Crosses


Mains skip",50-60 pounds,,,,,,,,,,,,,,,,,
106,https://img.tennis-warehouse.com/watermark/rs.php?path=BRNLS5-1.jpg&nw=455,Wilson Burn 100LS v5,1.0,169.0," Updated with a hot orange cosmetic, the Burn 100LS v5 is a speedy spin machine with an impressive combination of spin, precision and power. Like the previous generation, this racquet will appeal to rising Intermediate players who want explosive speed and spin-friendly targeting. With its grippy Spin Effect string pattern, the Burn 100LS v5 will help you hit a spin-loaded ball that drops hard and jumps off the court. Made with a firm Carbon Fiber Graphite, the Burn's response feels crisp and powerful. This stick also features Parallel Drilling which helps the strings soak up more vibration and transfer greater energy to the ball. All in all, Wilson has created a great option for intermediate players looking to attack the ball and keep their opponents on defense.   ",100 in² / 645.16 cm²,27in / 68.58cm,10.5oz / 298g,13.12in / 33.32cm / 3 pts HL,313.0,72,23.5mm / 25mm / 23.5mm,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Orange,Wilson Pro Performance,"18 Mains / 16 Crosses


Mains skip",50-60 pounds,,,,,,,,,,,,,,,,,
107,https://img.tennis-warehouse.com/watermark/rs.php?path=BRULS5-1.jpg&nw=455,Wilson Burn 100ULS v5,4.8,169.0," Introducing the Burn 100ULS v5!  Updated with a new cosmetic, this light spin monster is perfectly weighted for strong beginners, rising juniors and improving intermediates. With its low swingweight, this racquet's easy acceleration will enable you to attack the ball with vicious stroke speed. Factor in the 18x16 Spin Effect string pattern and you have an extremely spin friendly racquet. Made of firm Carbon Fiber Graphite this point and shoot weapon has a very crisp and lively response, with a very even and predictable feel across the entire string bed. The Burn also comes with Parallel Drilling for a more comfortable and forgiving feel at impact. Ultimately, with the Burn 100 ULS, Wilson gives the improving player a an extremely user-friendly path to pace and spin.   ",100 in² / 645.16 cm²,27in / 68.58cm,9.7oz / 275g,13.37in / 33.96cm / 1 pts HL,301.0,67,23.5mm / 25mm / 23.5mm,Carbon Fiber Graphite,Low-Medium,Medium-Full,Medium-Fast,Orange,Wilson Pro Performance,"18 Mains / 16 Crosses


Mains skip",50-60 pounds,,,,,,,,,,,,,,,,,
108,https://img.tennis-warehouse.com/watermark/rs.php?path=WTRI5-1.jpg&nw=455,Wilson Triad Five,5.0,209.0," Wilson's Triad Five combines ""best of class"" comfort with controllable power and easy access to spin. At only 10 ounces strung, this racquet is suitable for beginners, but it also packs enough stability for rising intermediate or senior doubles specialist. With its 103 square inch head, this racquet is more forgiving and powerful than a typical midplus racquet while also delivering enough precision to place the ball effectively. This racquet's truly exceptional comfort comes in part from it's Triad Technology, which gives it one of the lowest stiffness ratings of any racquet currently available. It also comes with Power Holes, which enables the string bed to soak up additional vibration and transfer more power to your shot.From the baseline the Triad Five offers a very arm-friendly hitting experience. The extended length (27.25"") will enable you to attack the ball with extra momentum, and the head heavy balance comes in handy when redirecting heavy pace or driving the ball through the court. There's also more than enough spin-potential to bring the ball down hard. At net this stick feels wonderfully solid at impact, and there is plenty of power for closing out points. The Triad Five also shines on serve where the extra length translates into a nice boost in power. Players looking for a forgiving midplus racquet with impressive comfort and easy power should give this racquet a serious look. ",103 in² / 664.51 cm²,27.25in / 69.22cm,10oz / 283g,14.37in / 36.5cm / 6 pts HH,324.0,N/A (very low),26mm / 26mm / 26mm,Graphite,Medium,Medium,Medium,Red,Wilson Synthetic,"16 Mains / 20 Crosses


Mains skip",50-60 pounds,,,,,,,,,,,,,,,,,
109,https://img.tennis-warehouse.com/watermark/rs.php?path=53OS-1.jpg&nw=455,Wilson Hyper Hammer 5.3 Stretch OS,4.8,139.0," This racquet comes pre-strung for added convenience and value!One of the most popular selling Hyper Carbon models. Although light and maneuverable with a slight head heavy balance, the 5.3 Oversize is not as top-heavy as most other Hammer models. At 27.5 inches, it provides a little more leverage and reach than a standard length racquet, without impeding reaction to balls hit close to the body. Doubles players may favor the Oversize because of the the power provided on serve with plenty of pop and forgiveness at net. Recommended to beginner and intermediate players. ",110 in² / 709.68 cm²,27.5in / 69.85cm,9oz / 255g,14.8in / 37.59cm / 8 pts HH,301.0,70,28mm / 25mm / 25mm,15% Hyper Carbon / 85% Graphite,Medium,Medium,Medium,Black & White w/ Gold highlights,Cushion Aire Conform Grip,16 Mains / 20 CrossesMains skip,55-65 pounds,,,,,,,,,,,,,,,,,
118,https://img.tennis-warehouse.com/watermark/rs.php?path=HSPDPL-1.jpg&nw=455,Head Speed Pro Legend,4.9,309.0," Introducing the Head Speed Pro Legend! Endorsed by Novak Djokovic, this special cosmetic version offers the same specs and playability as the standard version. Defined by a traditional 18x20 string pattern, this stick delivers a low and laser-like trajectory, making it great for players who like driving the ball through the court. Other features include a 330+ swingweight, giving it enough stability to redirect heavy pace while also offering plenty of pop to those who can leverage its mass. For 2024, in addition to giving this racquet a slightly softer feel and moving the target unstrung balance from 9 to 10HL, Head adds Auxetic 2 to the layup, a uniquely flexible material in the yolk and handle to optimize the racquet's feel and response. The Speed Pro also benefits from Graphene 360+ (labeled Graphene inside), which strengthens the frame in key locations to provide a more powerful and stable hitting experience. Ultimately, the Speed Pro Legend is an obvious choice for experienced players who want surgical targeting and great feel. The beautiful black cosmetic is a nice bonus. ",100 in² / 645.16 cm²,27in / 68.58cm,11.6oz / 329g,12.8in / 32.51cm / 6 pts HL,333.0,60,23mm / 23mm / 23mm,Auxetic 2/Graphene Inside/Graphite,Low,Full,Fast,Black,Head Hydrosorb Pro,"18 Mains / 20 Crosses


Mains skip",48-57 pounds,,,,,,,,,,,,,,,,,
119,https://img.tennis-warehouse.com/watermark/rs.php?path=HSPMPL-1.jpg&nw=455,Head Speed MP Legend,4.8,299.0," Introducing the Speed MP Legend! Featuring the same specs and playability as the standard Speed MP 2024, this racquet sports a sleek black cosmetic. On the court, this stick not only feels rock-solid on groundies and volleys, but it also rewards full cuts with enough power to close out points. For 2024, in addition to a slightly more flexible and arm-friendly stiffness rating, Head adds Auxetic 2 to the layup, a uniquely flexible material in the yoke and handle to optimize the feel and response. The Speed MP also benefits from Graphene 360+ (labeled Graphene Inside), which strengthens the frame in key locations to provide a more powerful and stable hitting experience. Ultimately, the Speed MP Legend is a great option for intermediate and advanced players who want controllable power and great feel. The limited edition cosmetic is a nice bonus.  ",100 in² / 645.16 cm²,27in / 68.58cm,11.1oz / 315g,13in / 33.02cm / 4 pts HL,330.0,60,23mm / 23mm / 23mm,Auxetic 2/Graphene 360+/Graphite,Low-Medium,Medium-Full,Medium-Fast,Black,Head Hydrosorb Pro,"16 Mains / 19 Crosses


Mains skip",48-57 pounds,,,,,,,,,,,,,,,,,
120,https://img.tennis-warehouse.com/watermark/rs.php?path=HSPDP-1.jpg&nw=455,Head Speed Pro,4.4,309.0," Endorsed by Novak Djokovic, the Head Speed Pro 2024 continues its reign as one of the game's most versatile player’s racquets. As with previous generations, this update features a traditional 18x20 string pattern, giving it a low and laser-like trajectory, making it great for players who like driving the ball through the court. Other features include a 330+ swingweight, giving it enough stability to redirect heavy pace while also offering plenty of pop to those who can leverage its mass. For 2024, in addition to giving this racquet a slightly softer feel and moving the target unstrung balance from 9 to 10HL, Head adds Auxetic 2 to the layup, a uniquely flexible material in the yolk and handle to optimize the racquet's feel and response. The Speed Pro also benefits from Graphene 360+ (labeled Graphene inside), which strengthens the frame in key locations to provide a more powerful and stable hitting experience. Ultimately, with incremental tweaks to the feel, the Speed Pro 2024 keeps a good thing going. Experienced players looking for a stable weapon with precise targeting and great feel will not be disappointed.   ",100 in² / 645.16 cm²,27in / 68.58cm,11.6oz / 329g,12.8in / 32.51cm / 6 pts HL,333.0,60,23mm / 23mm / 23mm,Auxetic 2/Graphene Inside/Graphite,Low,Full,Fast,White/Black,Head Hydrosorb Pro,"18 Mains / 20 Crosses


Mains skip",48-57 pounds,,,,,,,,,,,,,,,,,
121,https://img.tennis-warehouse.com/watermark/rs.php?path=HSPDM-1.jpg&nw=455,Head Speed MP,4.8,299.0," For 2024, Head updates the Speed MP with Auxetic 2 while also keeping the impressive comfort and responsiveness of previous generations. Compared to the Speed Pro, the Speed MP 2024 not only offers easier access to spin, but it also has a slightly higher launch angle for easier access to depth. With its 325+ swingweight, the Speed MP feels rock solid on groundies and volleys and it rewards full cuts with enough power to close out points. For 2024, in addition to a slightly more flexible and arm-friendly stiffness rating, Head adds Auxetic 2 to the layup, a uniquely flexible material in the yoke and handle to optimize the feel and response. The Speed MP also benefits from Graphene 360+ (labeled Graphene Inside), which strengthens the frame in key locations to provide a more powerful and stable hitting experience. Ultimately, with subtle updates to the feel for 2024, the Speed MP continues to be a great option for intermediate and advanced players who want controllable power and great feel. ",100 in² / 645.16 cm²,27in / 68.58cm,11.1oz / 315g,13in / 33.02cm / 4 pts HL,330.0,60,23mm / 23mm / 23mm,Auxetic 2/Graphene 360+/Graphite,Low-Medium,Medium-Full,Medium-Fast,White/Black,Head Hydrosorb Pro,16 Mains / 19 CrossesMains skip,48-57 pounds,,,,,,,,,,,,,,,,,
122,https://img.tennis-warehouse.com/watermark/rs.php?path=HSPDML-1.jpg&nw=455,Head Speed MP L,5.0,284.0," With the introduction of the Speed MP L 2024, Head puts the controllable power and great feel of the Speed MP into a lighter, faster package. At 10.5 ounces strung, this racquet gives improving intermediate players a user-friendly tool for honing their craft and rising to the next level. In addition to its 16x19 string pattern and spin-friendly targeting, the Speed MP L has a 60-RA beam stiffness, making it one of the most arm-friendly members of its class. It also packs a sub 320 swingweight, which makes it easy for less advanced players to maximize stroke speed when loading the ball with pace and spin. Notable technologies include Auxetic 2, a uniquely flexible material in the yolk and handle to optimize the feel and response. The Speed MP L also benefits from Graphene 360+ (labeled Graphene Inside), which strengthens the frame in key locations to provide a more powerful and stable hitting experience. Ultimately, with this light version of the Speed MP, Head gives rising intermediate players the perfect entry point into the controllable power and great feel of the Speed family. The arm-friendly comfort is a nice bonus. ",100 in² / 645.16 cm²,27in / 68.58cm,10.4oz / 295g,13.18in / 33.48cm / 3 pts HL,313.0,60,23mm / 23mm / 23mm,Auxetic 2/Graphene 360+/Graphite,Low-Medium,Medium-Full,Medium-Fast,White/Black,Head Hydrosorb Pro,16 Mains / 19 CrossesMains skip,48-57 pounds,,,,,,,,,,,,,,,,,
123,https://img.tennis-warehouse.com/watermark/rs.php?path=HSPDTM-1.jpg&nw=455,Head Speed Team,5.0,274.0," Head makes big changes to the Speed Team for 2024! Updated with a generous 105 square inch head, this 10-ounce racquet is ideal for rising intermediate players who want to sharpen their skills with the help of a larger and more forgiving head size. It should also work well for the dedicated beginner who wants a racquet that will reward continued improvement. In addition to its plush comfort, this racquet boasts a low swingweight, which translates to easy acceleration from the baseline and quick handling at net. It also has an open 16x19 string pattern (and large ""spin window""), making it easy to control the ball's depth and trajectory with spin. Additional features include a very arm-friendly 61-RA stiffness coupled with a slightly extended length for added momentum on groundies and serves. Technologies include Auxetic 2, a uniquely flexible material in the yolk and handle to optimize the feel and response. The Speed Team also benefits from Graphene 360+ (labeled Graphene Inside), which strengthens the frame in key locations to provide a more powerful and stable hitting experience. Ultimately, this update to the Speed Team checks all the right boxes. Improving players looking for a speedy and comfortable racquet with an easy learning curve should love this one. ",105 in² / 677.42 cm²,27.2in / 69.09cm,10oz / 283g,13.18in / 33.48cm / 3 pts HL,306.0,61,24mm / 24mm / 24mm,Auxetic 2/Graphene 360+/Graphite,Medium,Medium,Medium,White/Black,Head Hydrosorb Pro,16 Mains / 19 CrossesMains skip,48-57 pounds,,,,,,,,,,,,,,,,,
124,https://img.tennis-warehouse.com/watermark/rs.php?path=SPDP-1.jpg&nw=455,Head Speed Pro,4.8,164.0," Endorsed by Novak Djokovic, the Head Speed Pro has earned its reputation as one of the game’s most versatile player’s racquets. As with previous generations, this 2022 update combines the precision of an 18x20 string pattern with a near perfect balance of speed and stability. The upshot is a racquet that not only plows through the ball effectively but also moves fast when the pressure is on. In addition to delivering the connected feel that advanced players crave, the Speed Pro packs more than enough spin-potential to bring the ball down effectively. Technologies include a uniquely flexible Auxetic construction in the yoke, which is designed to calibrate ball feedback to stroke speed and impact location. As with the previous generation, this update has Graphene 360+, giving it polarized weighting for easier power along with SpiralFibers for better ball feedback. Ultimately, the Speed Pro 2022 is one of the most impressive updates we've seen in a while. Experienced players looking for extremely precise targeting and exceptional feel should love this one. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,https://img.tennis-warehouse.com/watermark/rs.php?path=SPDM-1.jpg&nw=455,Head Speed MP,4.6,164.0," The latest update to the Speed MP doubles down on the outstanding feel and controllable power that has long defined the Speed franchise. Compared to the Speed Pro, the Speed MP 2022 is not only lighter and faster, it also packs a more modern and spin-friendly string pattern. Ball feedback is impressive thanks in part to its classic straight beam and sub 65-RA. For 2022, Head keeps Graphene 360+, which combines the stability and power of Graphene 360 with SpiralFibers in the lower head for a cleaner feel at impact. Head also adds a uniquely flexible Auxetic construction in the yoke, which calibrates ball feedback to impact force. Intermediate and advanced players looking for controllable power and great feel will love this one. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,https://img.tennis-warehouse.com/watermark/rs.php?path=GXSMPR-1.jpg&nw=455,Head Graphene XT Speed MP,4.9,109.0," Pre-strung with a synthetic gut for added convenience and value!Head reintroduces the Graphene XT Speed MP. This modern player's racquet does not skimp on speed or precision. Although weighted for intermediates, this stick should also work well for the advanced player who is ready to switch to a faster, more maneuverable option. At 11.1 ounces, the Speed MP accelerates with ease and delivers impressive accuracy on full cuts. The open 16x19 string pattern puts a tight grip on the ball, making for easy topspin and slice. Thanks to Graphene XT in the shaft, Head is able to move extra mass to the grip and tip, giving the player easier access to power. From the baseline, this racquet's whippy feel and open 16x19 string pattern provide the ingredients for explosive cuts and big spin. The light weight and quick handling is ideal for hitting forehand winners on the run. In addition to being a great baseline stick, the Graphene XT Speed MP delivers solid performance at net. Our TW playtesters noted good stability for a light racquet along with enough pop to stick the ball deep. We also found that the maneuverability and lively feel translated into penetrating serves with plenty of action on kickers and slices. Best suited to intermediate through advanced players in search of a maneuverable player's racquet that delivers all the precision, spin and power needed for high level tennis. The great price is hard to resist! ",100 in² / 645.16 cm²,27in / 68.58cm,11.1oz / 315g,13in / 33.02cm / 4 pts HL,320.0,67,22mm / 22mm / 22mm,Graphene XT/Graphite,Low-Medium,Full,Fast,White / Black,Head Hydrosorb Comfort,"16 Mains / 19 Crosses


Mains skip",48-57 pounds,,,,,,,,,,,,,,,,,
